uniprot_id,gene,protein,description
P55072,VCP,TERA_HUMAN,Transitional endoplasmic reticulum ATPase
P55083,MFAP4,MFAP4_HUMAN,Microfibril-associated glycoprotein 4
P55084,HADHB,ECHB_HUMAN,"Trifunctional enzyme subunit beta, mitochondrial"
P55145,MANF,MANF_HUMAN,Mesencephalic astrocyte-derived neurotrophic factor
P55209,NAP1L1,NP1L1_HUMAN,Nucleosome assembly protein 1-like 1
P55263,ADK,ADK_HUMAN,Adenosine kinase
P55268,LAMB2,LAMB2_HUMAN,Laminin subunit beta-2
P55290,CDH13,CAD13_HUMAN,Cadherin-13
P55735,SEC13,SEC13_HUMAN,Protein SEC13 homolog
P55769,SNU13,NH2L1_HUMAN,NHP2-like protein 1
P55786,NPEPPS,PSA_HUMAN,Puromycin-sensitive aminopeptidase
P55795,HNRNPH2,HNRH2_HUMAN,Heterogeneous nuclear ribonucleoprotein H2
P55809,OXCT1,SCOT1_HUMAN,"Succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial"
P55822,SH3BGR,SH3BG_HUMAN,SH3 domain-binding glutamic acid-rich protein
P55884,EIF3B,EIF3B_HUMAN,Eukaryotic translation initiation factor 3 subunit B
P55899,FCGRT,FCGRN_HUMAN,IgG receptor FcRn large subunit p51
P56134,ATP5MF,ATPK_HUMAN,"ATP synthase subunit f, mitochondrial"
P56181,NDUFV3,NDUV3_HUMAN,"NADH dehydrogenase [ubiquinone] flavoprotein 3, mitochondrial"
P56192,MARS1,SYMC_HUMAN,"Methionine--tRNA ligase, cytoplasmic"
P56199,ITGA1,ITA1_HUMAN,Integrin alpha-1
P56211,ARPP19,ARP19_HUMAN,cAMP-regulated phosphoprotein 19
P56381,ATP5F1E,ATP5E_HUMAN,"ATP synthase subunit epsilon, mitochondrial"
P56385,ATP5ME,ATP5I_HUMAN,"ATP synthase subunit e, mitochondrial"
P56537,EIF6,IF6_HUMAN,Eukaryotic translation initiation factor 6
P56539,CAV3,CAV3_HUMAN,Caveolin-3
P56556,NDUFA6,NDUA6_HUMAN,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6
P56945,BCAR1,BCAR1_HUMAN,Breast cancer anti-estrogen resistance protein 1
P57105,SYNJ2BP,SYJ2B_HUMAN,Synaptojanin-2-binding protein
P57737,CORO7,CORO7_HUMAN,Coronin-7
P57772,EEFSEC,SELB_HUMAN,Selenocysteine-specific elongation factor
P58005,SESN3,SESN3_HUMAN,Sestrin-3
P58546,MTPN,MTPN_HUMAN,Myotrophin
P59666,DEFA3,DEF3_HUMAN,Neutrophil defensin 3
P59768,GNG2,GBG2_HUMAN,Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-2
P59998,ARPC4,ARPC4_HUMAN,Actin-related protein 2/3 complex subunit 4
P60033,CD81,CD81_HUMAN,CD81 antigen
P60174,TPI1,TPIS_HUMAN,Triosephosphate isomerase
P60228,EIF3E,EIF3E_HUMAN,Eukaryotic translation initiation factor 3 subunit E
P60520,GABARAPL2,GBRL2_HUMAN,Gamma-aminobutyric acid receptor-associated protein-like 2
P60602,ROMO1,ROMO1_HUMAN,Reactive oxygen species modulator 1
P60660,MYL6,MYL6_HUMAN,Myosin light polypeptide 6
P60709,ACTB,ACTB_HUMAN,"Actin, cytoplasmic 1"
P60842,EIF4A1,IF4A1_HUMAN,Eukaryotic initiation factor 4A-I
P60866,RPS20,RS20_HUMAN,40S ribosomal protein S20
P60891,PRPS1,PRPS1_HUMAN,Ribose-phosphate pyrophosphokinase 1
P60900,PSMA6,PSA6_HUMAN,Proteasome subunit alpha type-6
P60903,S100A10,S10AA_HUMAN,Protein S100-A10
P60953,CDC42,CDC42_HUMAN,Cell division control protein 42 homolog
P60981,DSTN,DEST_HUMAN,Destrin
P60983,GMFB,GMFB_HUMAN,Glia maturation factor beta
P61006,RAB8A,RAB8A_HUMAN,Ras-related protein Rab-8A
P61011,SRP54,SRP54_HUMAN,Signal recognition particle 54 kDa protein
P61019,RAB2A,RAB2A_HUMAN,Ras-related protein Rab-2A
P61020,RAB5B,RAB5B_HUMAN,Ras-related protein Rab-5B
P61026,RAB10,RAB10_HUMAN,Ras-related protein Rab-10
P61077,UBE2D3,UB2D3_HUMAN,Ubiquitin-conjugating enzyme E2 D3
P61081,UBE2M,UBC12_HUMAN,NEDD8-conjugating enzyme Ubc12
P61086,UBE2K,UBE2K_HUMAN,Ubiquitin-conjugating enzyme E2 K
P61088,UBE2N,UBE2N_HUMAN,Ubiquitin-conjugating enzyme E2 N
P61106,RAB14,RAB14_HUMAN,Ras-related protein Rab-14
P61158,ACTR3,ARP3_HUMAN,Actin-related protein 3
P61160,ACTR2,ARP2_HUMAN,Actin-related protein 2
P61163,ACTR1A,ACTZ_HUMAN,Alpha-centractin
P61201,COPS2,CSN2_HUMAN,COP9 signalosome complex subunit 2
P61221,ABCE1,ABCE1_HUMAN,ATP-binding cassette sub-family E member 1
P61224,RAP1B,RAP1B_HUMAN,Ras-related protein Rap-1b
P61225,RAP2B,RAP2B_HUMAN,Ras-related protein Rap-2b
P61247,RPS3A,RS3A_HUMAN,40S ribosomal protein S3a
P61254,RPL26,RL26_HUMAN,60S ribosomal protein L26
P61313,RPL15,RL15_HUMAN,60S ribosomal protein L15
P61353,RPL27,RL27_HUMAN,60S ribosomal protein L27
P61421,ATP6V0D1,VA0D1_HUMAN,V-type proton ATPase subunit d 1
P61457,PCBD1,PHS_HUMAN,Pterin-4-alpha-carbinolamine dehydratase
P61513,RPL37A,RL37A_HUMAN,60S ribosomal protein L37a
P61586,RHOA,RHOA_HUMAN,Transforming protein RhoA
P61604,HSPE1,CH10_HUMAN,"10 kDa heat shock protein, mitochondrial"
P61626,LYZ,LYSC_HUMAN,Lysozyme C
P61758,VBP1,PFD3_HUMAN,Prefoldin subunit 3
P61769,B2M,B2MG_HUMAN,Beta-2-microglobulin
P61803,DAD1,DAD1_HUMAN,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1
P61916,NPC2,NPC2_HUMAN,NPC intracellular cholesterol transporter 2
P61923,COPZ1,COPZ1_HUMAN,Coatomer subunit zeta-1
P61925,PKIA,IPKA_HUMAN,cAMP-dependent protein kinase inhibitor alpha
P61956,SUMO2,SUMO2_HUMAN,Small ubiquitin-related modifier 2
P61960,UFM1,UFM1_HUMAN,Ubiquitin-fold modifier 1
P61970,NUTF2,NTF2_HUMAN,Nuclear transport factor 2
P61978,HNRNPK,HNRPK_HUMAN,Heterogeneous nuclear ribonucleoprotein K
P61981,YWHAG,1433G_HUMAN,14-3-3 protein gamma
P62070,RRAS2,RRAS2_HUMAN,Ras-related protein R-Ras2
P62072,TIMM10,TIM10_HUMAN,Mitochondrial import inner membrane translocase subunit Tim10
P62081,RPS7,RS7_HUMAN,40S ribosomal protein S7
P62136,PPP1CA,PP1A_HUMAN,Serine/threonine-protein phosphatase PP1-alpha catalytic subunit
P62140,PPP1CB,PP1B_HUMAN,Serine/threonine-protein phosphatase PP1-beta catalytic subunit
P62191,PSMC1,PRS4_HUMAN,26S proteasome regulatory subunit 4
P62195,PSMC5,PRS8_HUMAN,26S proteasome regulatory subunit 8
P62241,RPS8,RS8_HUMAN,40S ribosomal protein S8
P62244,RPS15A,RS15A_HUMAN,40S ribosomal protein S15a
P62249,RPS16,RS16_HUMAN,40S ribosomal protein S16
P62253,UBE2G1,UB2G1_HUMAN,Ubiquitin-conjugating enzyme E2 G1
P62256,UBE2H,UBE2H_HUMAN,Ubiquitin-conjugating enzyme E2 H
P62258,YWHAE,1433E_HUMAN,14-3-3 protein epsilon
P62263,RPS14,RS14_HUMAN,40S ribosomal protein S14
P62266,RPS23,RS23_HUMAN,40S ribosomal protein S23
P62269,RPS18,RS18_HUMAN,40S ribosomal protein S18
P62277,RPS13,RS13_HUMAN,40S ribosomal protein S13
P62280,RPS11,RS11_HUMAN,40S ribosomal protein S11
P62304,SNRPE,RUXE_HUMAN,Small nuclear ribonucleoprotein E
P62310,LSM3,LSM3_HUMAN,U6 snRNA-associated Sm-like protein LSm3
P62312,LSM6,LSM6_HUMAN,U6 snRNA-associated Sm-like protein LSm6
P62314,SNRPD1,SMD1_HUMAN,Small nuclear ribonucleoprotein Sm D1
P62316,SNRPD2,SMD2_HUMAN,Small nuclear ribonucleoprotein Sm D2
P62318,SNRPD3,SMD3_HUMAN,Small nuclear ribonucleoprotein Sm D3
P62330,ARF6,ARF6_HUMAN,ADP-ribosylation factor 6
P62333,PSMC6,PRS10_HUMAN,26S proteasome regulatory subunit 10B
P62424,RPL7A,RL7A_HUMAN,60S ribosomal protein L7a
P62495,ETF1,ERF1_HUMAN,Eukaryotic peptide chain release factor subunit 1
P62633,CNBP,CNBP_HUMAN,Cellular nucleic acid-binding protein
P62701,RPS4X,RS4X_HUMAN,"40S ribosomal protein S4, X isoform"
P62714,PPP2CB,PP2AB_HUMAN,Serine/threonine-protein phosphatase 2A catalytic subunit beta isoform
P62750,RPL23A,RL23A_HUMAN,60S ribosomal protein L23a
P62753,RPS6,RS6_HUMAN,40S ribosomal protein S6
P62807,H2BC4,H2B1C_HUMAN,Histone H2B type 1-C/E/F/G/I
P62820,RAB1A,RAB1A_HUMAN,Ras-related protein Rab-1A
P62826,RAN,RAN_HUMAN,GTP-binding nuclear protein Ran
P62829,RPL23,RL23_HUMAN,60S ribosomal protein L23
P62834,RAP1A,RAP1A_HUMAN,Ras-related protein Rap-1A
P62841,RPS15,RS15_HUMAN,40S ribosomal protein S15
P62847,RPS24,RS24_HUMAN,40S ribosomal protein S24
P62851,RPS25,RS25_HUMAN,40S ribosomal protein S25
P62854,RPS26,RS26_HUMAN,40S ribosomal protein S26
P62857,RPS28,RS28_HUMAN,40S ribosomal protein S28
P62873,GNB1,GBB1_HUMAN,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1
P62879,GNB2,GBB2_HUMAN,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2
P62888,RPL30,RL30_HUMAN,60S ribosomal protein L30
P62899,RPL31,RL31_HUMAN,60S ribosomal protein L31
P62906,RPL10A,RL10A_HUMAN,60S ribosomal protein L10a
P62910,RPL32,RL32_HUMAN,60S ribosomal protein L32
P62913,RPL11,RL11_HUMAN,60S ribosomal protein L11
P62917,RPL8,RL8_HUMAN,60S ribosomal protein L8
P62937,PPIA,PPIA_HUMAN,Peptidyl-prolyl cis-trans isomerase A
P62942,FKBP1A,FKB1A_HUMAN,Peptidyl-prolyl cis-trans isomerase FKBP1A
P62979,RPS27A,RS27A_HUMAN,Ubiquitin-40S ribosomal protein S27a
P62993,GRB2,GRB2_HUMAN,Growth factor receptor-bound protein 2
P62995,TRA2B,TRA2B_HUMAN,Transformer-2 protein homolog beta
P63000,RAC1,RAC1_HUMAN,Ras-related C3 botulinum toxin substrate 1
P63010,AP2B1,AP2B1_HUMAN,AP-2 complex subunit beta
P63027,VAMP2,VAMP2_HUMAN,Vesicle-associated membrane protein 2
P63096,GNAI1,GNAI1_HUMAN,Guanine nucleotide-binding protein G(i) subunit alpha-1
P63098,PPP3R1,CANB1_HUMAN,Calcineurin subunit B type 1
P63104,YWHAZ,1433Z_HUMAN,14-3-3 protein zeta/delta
P63146,UBE2B,UBE2B_HUMAN,Ubiquitin-conjugating enzyme E2 B
P63151,PPP2R2A,2ABA_HUMAN,Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform
P63167,DYNLL1,DYL1_HUMAN,"Dynein light chain 1, cytoplasmic"
P63172,DYNLT1,DYLT1_HUMAN,Dynein light chain Tctex-type 1
P63173,RPL38,RL38_HUMAN,60S ribosomal protein L38
P63208,SKP1,SKP1_HUMAN,S-phase kinase-associated protein 1
P63220,RPS21,RS21_HUMAN,40S ribosomal protein S21
P63241,EIF5A,IF5A1_HUMAN,Eukaryotic translation initiation factor 5A-1
P63244,RACK1,RACK1_HUMAN,Receptor of activated protein C kinase 1
P63279,UBE2I,UBC9_HUMAN,SUMO-conjugating enzyme UBC9
P63302,SELENOW,SELW_HUMAN,Selenoprotein W
P63316,TNNC1,TNNC1_HUMAN,"Troponin C, slow skeletal and cardiac muscles"
P67775,PPP2CA,PP2AA_HUMAN,Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform
P67809,YBX1,YBOX1_HUMAN,Y-box-binding protein 1
P67870,CSNK2B,CSK2B_HUMAN,Casein kinase II subunit beta
P67936,TPM4,TPM4_HUMAN,Tropomyosin alpha-4 chain
P68032,ACTC1,ACTC_HUMAN,"Actin, alpha cardiac muscle 1"
P68036,UBE2L3,UB2L3_HUMAN,Ubiquitin-conjugating enzyme E2 L3
P68104,EEF1A1,EF1A1_HUMAN,Elongation factor 1-alpha 1
P68133,ACTA1,ACTS_HUMAN,"Actin, alpha skeletal muscle"
P68363,TUBA1B,TBA1B_HUMAN,Tubulin alpha-1B chain
P68366,TUBA4A,TBA4A_HUMAN,Tubulin alpha-4A chain
P68371,TUBB4B,TBB4B_HUMAN,Tubulin beta-4B chain
P68400,CSNK2A1,CSK21_HUMAN,Casein kinase II subunit alpha
P68402,PAFAH1B2,PA1B2_HUMAN,Platelet-activating factor acetylhydrolase IB subunit beta
P69892,HBG2,HBG2_HUMAN,Hemoglobin subunit gamma-2
P78318,IGBP1,IGBP1_HUMAN,Immunoglobulin-binding protein 1
P78344,EIF4G2,IF4G2_HUMAN,Eukaryotic translation initiation factor 4 gamma 2
P78356,PIP4K2B,PI42B_HUMAN,Phosphatidylinositol 5-phosphate 4-kinase type-2 beta
P78371,CCT2,TCPB_HUMAN,T-complex protein 1 subunit beta
P78417,GSTO1,GSTO1_HUMAN,Glutathione S-transferase omega-1
P78527,PRKDC,PRKDC_HUMAN,DNA-dependent protein kinase catalytic subunit
P78560,CRADD,CRADD_HUMAN,Death domain-containing protein CRADD
P80108,GPLD1,PHLD_HUMAN,Phosphatidylinositol-glycan-specific phospholipase D
P80723,BASP1,BASP1_HUMAN,Brain acid soluble protein 1
P81605,DCD,DCD_HUMAN,Dermcidin
P82650,MRPS22,RT22_HUMAN,"28S ribosomal protein S22, mitochondrial"
P82663,MRPS25,RT25_HUMAN,"28S ribosomal protein S25, mitochondrial"
P82675,MRPS5,RT05_HUMAN,"28S ribosomal protein S5, mitochondrial"
P82909,MRPS36,RT36_HUMAN,"28S ribosomal protein S36, mitochondrial"
P82921,MRPS21,RT21_HUMAN,"28S ribosomal protein S21, mitochondrial"
P82933,MRPS9,RT09_HUMAN,"28S ribosomal protein S9, mitochondrial"
P82979,SARNP,SARNP_HUMAN,SAP domain-containing ribonucleoprotein
P83111,LACTB,LACTB_HUMAN,"Serine beta-lactamase-like protein LACTB, mitochondrial"
P83731,RPL24,RL24_HUMAN,60S ribosomal protein L24
P84022,SMAD3,SMAD3_HUMAN,Mothers against decapentaplegic homolog 3
P84077,ARF1,ARF1_HUMAN,ADP-ribosylation factor 1
P84085,ARF5,ARF5_HUMAN,ADP-ribosylation factor 5
P84095,RHOG,RHOG_HUMAN,Rho-related GTP-binding protein RhoG
P84098,RPL19,RL19_HUMAN,60S ribosomal protein L19
P84103,SRSF3,SRSF3_HUMAN,Serine/arginine-rich splicing factor 3
P84157,MXRA7,MXRA7_HUMAN,Matrix-remodeling-associated protein 7
P84243,H3-3A,H33_HUMAN,Histone H3.3
P98095,FBLN2,FBLN2_HUMAN,Fibulin-2
P98160,HSPG2,PGBM_HUMAN,Basement membrane-specific heparan sulfate proteoglycan core protein
P98179,RBM3,RBM3_HUMAN,RNA-binding protein 3
P99999,CYCS,CYC_HUMAN,Cytochrome c
Q00013,MPP1,EM55_HUMAN,55 kDa erythrocyte membrane protein
Q00059,TFAM,TFAM_HUMAN,"Transcription factor A, mitochondrial"
Q00169,PITPNA,PIPNA_HUMAN,Phosphatidylinositol transfer protein alpha isoform
Q00325,SLC25A3,MPCP_HUMAN,"Phosphate carrier protein, mitochondrial"
Q00341,HDLBP,VIGLN_HUMAN,Vigilin
Q00577,PURA,PURA_HUMAN,Transcriptional activator protein Pur-alpha
Q00610,CLTC,CLH1_HUMAN,Clathrin heavy chain 1
Q00688,FKBP3,FKBP3_HUMAN,Peptidyl-prolyl cis-trans isomerase FKBP3
Q00765,REEP5,REEP5_HUMAN,Receptor expression-enhancing protein 5
Q00796,SORD,DHSO_HUMAN,Sorbitol dehydrogenase
Q00839,HNRNPU,HNRPU_HUMAN,Heterogeneous nuclear ribonucleoprotein U
Q00872,MYBPC1,MYPC1_HUMAN,"Myosin-binding protein C, slow-type"
Q00G26,PLIN5,PLIN5_HUMAN,Perilipin-5
Q01082,SPTBN1,SPTB2_HUMAN,"Spectrin beta chain, non-erythrocytic 1"
Q01085,TIAL1,TIAR_HUMAN,Nucleolysin TIAR
Q01105,SET,SET_HUMAN,Protein SET
Q01130,SRSF2,SRSF2_HUMAN,Serine/arginine-rich splicing factor 2
Q01432,AMPD3,AMPD3_HUMAN,AMP deaminase 3
Q01469,FABP5,FABP5_HUMAN,Fatty acid-binding protein 5
Q01484,ANK2,ANK2_HUMAN,Ankyrin-2
Q01518,CAP1,CAP1_HUMAN,Adenylyl cyclase-associated protein 1
Q01814,ATP2B2,AT2B2_HUMAN,Plasma membrane calcium-transporting ATPase 2
Q01844,EWSR1,EWS_HUMAN,RNA-binding protein EWS
Q01995,TAGLN,TAGL_HUMAN,Transgelin
Q02127,DHODH,PYRD_HUMAN,"Dihydroorotate dehydrogenase (quinone), mitochondrial"
Q02218,OGDH,ODO1_HUMAN,"2-oxoglutarate dehydrogenase, mitochondrial"
Q02221,COX6A2,CX6A2_HUMAN,"Cytochrome c oxidase subunit 6A2, mitochondrial"
Q02252,ALDH6A1,MMSA_HUMAN,"Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial"
Q02338,BDH1,BDH_HUMAN,"D-beta-hydroxybutyrate dehydrogenase, mitochondrial"
Q02543,RPL18A,RL18A_HUMAN,60S ribosomal protein L18a
Q02641,CACNB1,CACB1_HUMAN,Voltage-dependent L-type calcium channel subunit beta-1
Q02750,MAP2K1,MP2K1_HUMAN,Dual specificity mitogen-activated protein kinase kinase 1
Q02790,FKBP4,FKBP4_HUMAN,Peptidyl-prolyl cis-trans isomerase FKBP4
Q02818,NUCB1,NUCB1_HUMAN,Nucleobindin-1
Q02878,RPL6,RL6_HUMAN,60S ribosomal protein L6
Q02952,AKAP12,AKA12_HUMAN,A-kinase anchor protein 12
Q02978,SLC25A11,M2OM_HUMAN,Mitochondrial 2-oxoglutarate/malate carrier protein
Q03013,GSTM4,GSTM4_HUMAN,Glutathione S-transferase Mu 4
Q03135,CAV1,CAV1_HUMAN,Caveolin-1
Q03154,ACY1,ACY1_HUMAN,Aminoacylase-1
Q03252,LMNB2,LMNB2_HUMAN,Lamin-B2
Q04206,RELA,TF65_HUMAN,Transcription factor p65
Q04323,UBXN1,UBXN1_HUMAN,UBX domain-containing protein 1
Q04446,GBE1,GLGB_HUMAN,"1,4-alpha-glucan-branching enzyme"
Q04637,EIF4G1,IF4G1_HUMAN,Eukaryotic translation initiation factor 4 gamma 1
Q04759,PRKCQ,KPCT_HUMAN,Protein kinase C theta type
Q04760,GLO1,LGUL_HUMAN,Lactoylglutathione lyase
Q04828,AKR1C1,AK1C1_HUMAN,Aldo-keto reductase family 1 member C1
Q04837,SSBP1,SSBP_HUMAN,"Single-stranded DNA-binding protein, mitochondrial"
Q04917,YWHAH,1433F_HUMAN,14-3-3 protein eta
Q04941,PLP2,PLP2_HUMAN,Proteolipid protein 2
Q05086,UBE3A,UBE3A_HUMAN,Ubiquitin-protein ligase E3A
Q05469,LIPE,LIPS_HUMAN,Hormone-sensitive lipase
Q05519,SRSF11,SRS11_HUMAN,Serine/arginine-rich splicing factor 11
Q05639,EEF1A2,EF1A2_HUMAN,Elongation factor 1-alpha 2
Q05655,PRKCD,KPCD_HUMAN,Protein kinase C delta type
Q05682,CALD1,CALD1_HUMAN,Caldesmon
Q05707,COL14A1,COEA1_HUMAN,Collagen alpha-1(XIV) chain
Q06124,PTPN11,PTN11_HUMAN,Tyrosine-protein phosphatase non-receptor type 11
Q06136,KDSR,KDSR_HUMAN,3-ketodihydrosphingosine reductase
Q06190,PPP2R3A,P2R3A_HUMAN,Serine/threonine-protein phosphatase 2A regulatory subunit B'' subunit alpha
Q06210,GFPT1,GFPT1_HUMAN,Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1
Q06278,AOX1,AOXA_HUMAN,Aldehyde oxidase
Q06323,PSME1,PSME1_HUMAN,Proteasome activator complex subunit 1
Q06432,CACNG1,CCG1_HUMAN,Voltage-dependent calcium channel gamma-1 subunit
Q06828,FMOD,FMOD_HUMAN,Fibromodulin
Q06830,PRDX1,PRDX1_HUMAN,Peroxiredoxin-1
Q07020,RPL18,RL18_HUMAN,60S ribosomal protein L18
Q07021,C1QBP,C1QBP_HUMAN,"Complement component 1 Q subcomponent-binding protein, mitochondrial"
Q07065,CKAP4,CKAP4_HUMAN,Cytoskeleton-associated protein 4
Q07666,KHDRBS1,KHDR1_HUMAN,"KH domain-containing, RNA-binding, signal transduction-associated protein 1"
Q07699,SCN1B,SCN1B_HUMAN,Sodium channel subunit beta-1
Q07812,BAX,BAX_HUMAN,Apoptosis regulator BAX
Q07866,KLC1,KLC1_HUMAN,Kinesin light chain 1
Q07954,LRP1,LRP1_HUMAN,Prolow-density lipoprotein receptor-related protein 1
Q07955,SRSF1,SRSF1_HUMAN,Serine/arginine-rich splicing factor 1
Q07960,ARHGAP1,RHG01_HUMAN,Rho GTPase-activating protein 1
Q08043,ACTN3,ACTN3_HUMAN,Alpha-actinin-3
Q08209,PPP3CA,PP2BA_HUMAN,Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform
Q08211,DHX9,DHX9_HUMAN,ATP-dependent RNA helicase A
Q08257,CRYZ,QOR_HUMAN,Quinone oxidoreductase
Q08380,LGALS3BP,LG3BP_HUMAN,Galectin-3-binding protein
Q08431,MFGE8,MFGM_HUMAN,Lactadherin
Q08495,DMTN,DEMA_HUMAN,Dematin
Q08623,PUDP,HDHD1_HUMAN,Pseudouridine-5'-phosphatase
Q08752,PPID,PPID_HUMAN,Peptidyl-prolyl cis-trans isomerase D
Q08J23,NSUN2,NSUN2_HUMAN,RNA cytosine C(5)-methyltransferase NSUN2
Q09028,RBBP4,RBBP4_HUMAN,Histone-binding protein RBBP4
Q09666,AHNAK,AHNK_HUMAN,Neuroblast differentiation-associated protein AHNAK
Q0VAK6,LMOD3,LMOD3_HUMAN,Leiomodin-3
Q0VDG4,SCRN3,SCRN3_HUMAN,Secernin-3
Q10567,AP1B1,AP1B1_HUMAN,AP-1 complex subunit beta-1
Q10713,PMPCA,MPPA_HUMAN,Mitochondrial-processing peptidase subunit alpha
Q12765,SCRN1,SCRN1_HUMAN,Secernin-1
Q12797,ASPH,ASPH_HUMAN,Aspartyl/asparaginyl beta-hydroxylase
Q12805,EFEMP1,FBLN3_HUMAN,EGF-containing fibulin-like extracellular matrix protein 1
Q12846,STX4,STX4_HUMAN,Syntaxin-4
Q12849,GRSF1,GRSF1_HUMAN,G-rich sequence factor 1
Q12904,AIMP1,AIMP1_HUMAN,Aminoacyl tRNA synthase complex-interacting multifunctional protein 1
Q12905,ILF2,ILF2_HUMAN,Interleukin enhancer-binding factor 2
Q12906,ILF3,ILF3_HUMAN,Interleukin enhancer-binding factor 3
Q12907,LMAN2,LMAN2_HUMAN,Vesicular integral-membrane protein VIP36
Q12931,TRAP1,TRAP1_HUMAN,"Heat shock protein 75 kDa, mitochondrial"
Q12955,ANK3,ANK3_HUMAN,Ankyrin-3
Q12988,HSPB3,HSPB3_HUMAN,Heat shock protein beta-3
Q13011,ECH1,ECH1_HUMAN,"Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial"
Q13033,STRN3,STRN3_HUMAN,Striatin-3
Q13057,COASY,COASY_HUMAN,Bifunctional coenzyme A synthase
Q13061,TRDN,TRDN_HUMAN,Triadin
Q13085,ACACA,ACACA_HUMAN,Acetyl-CoA carboxylase 1
Q13098,GPS1,CSN1_HUMAN,COP9 signalosome complex subunit 1
Q13113,PDZK1IP1,PDZ1I_HUMAN,PDZK1-interacting protein 1
Q13126,MTAP,MTAP_HUMAN,S-methyl-5'-thioadenosine phosphorylase
Q13131,PRKAA1,AAPK1_HUMAN,5'-AMP-activated protein kinase catalytic subunit alpha-1
Q13148,TARDBP,TADBP_HUMAN,TAR DNA-binding protein 43
Q13151,HNRNPA0,ROA0_HUMAN,Heterogeneous nuclear ribonucleoprotein A0
Q13153,PAK1,PAK1_HUMAN,Serine/threonine-protein kinase PAK 1
Q13155,AIMP2,AIMP2_HUMAN,Aminoacyl tRNA synthase complex-interacting multifunctional protein 2
Q13162,PRDX4,PRDX4_HUMAN,Peroxiredoxin-4
Q13177,PAK2,PAK2_HUMAN,Serine/threonine-protein kinase PAK 2
Q13185,CBX3,CBX3_HUMAN,Chromobox protein homolog 3
Q13200,PSMD2,PSMD2_HUMAN,26S proteasome non-ATPase regulatory subunit 2
Q13203,MYBPH,MYBPH_HUMAN,Myosin-binding protein H
Q13228,SELENBP1,SBP1_HUMAN,Methanethiol oxidase
Q13247,SRSF6,SRSF6_HUMAN,Serine/arginine-rich splicing factor 6
Q13263,TRIM28,TIF1B_HUMAN,Transcription intermediary factor 1-beta
Q13283,G3BP1,G3BP1_HUMAN,Ras GTPase-activating protein-binding protein 1
Q13310,PABPC4,PABP4_HUMAN,Polyadenylate-binding protein 4
Q13326,SGCG,SGCG_HUMAN,Gamma-sarcoglycan
Q13347,EIF3I,EIF3I_HUMAN,Eukaryotic translation initiation factor 3 subunit I
Q13363,CTBP1,CTBP1_HUMAN,C-terminal-binding protein 1
Q13404,UBE2V1,UB2V1_HUMAN,Ubiquitin-conjugating enzyme E2 variant 1
Q13405,MRPL49,RM49_HUMAN,"39S ribosomal protein L49, mitochondrial"
Q13409,DYNC1I2,DC1I2_HUMAN,Cytoplasmic dynein 1 intermediate chain 2
Q13418,ILK,ILK_HUMAN,Integrin-linked protein kinase
Q13423,NNT,NNTM_HUMAN,"NAD(P) transhydrogenase, mitochondrial"
Q13424,SNTA1,SNTA1_HUMAN,Alpha-1-syntrophin
Q13425,SNTB2,SNTB2_HUMAN,Beta-2-syntrophin
Q13435,SF3B2,SF3B2_HUMAN,Splicing factor 3B subunit 2
Q13442,PDAP1,HAP28_HUMAN,28 kDa heat- and acid-stable phosphoprotein
Q13445,TMED1,TMED1_HUMAN,Transmembrane emp24 domain-containing protein 1
Q13451,FKBP5,FKBP5_HUMAN,Peptidyl-prolyl cis-trans isomerase FKBP5
Q13492,PICALM,PICAL_HUMAN,Phosphatidylinositol-binding clathrin assembly protein
Q13496,MTM1,MTM1_HUMAN,Myotubularin
Q13501,SQSTM1,SQSTM_HUMAN,Sequestosome-1
Q13505,MTX1,MTX1_HUMAN,Metaxin-1
Q13508,ART3,NAR3_HUMAN,Ecto-ADP-ribosyltransferase 3
Q13510,ASAH1,ASAH1_HUMAN,Acid ceramidase
Q13522,PPP1R1A,PPR1A_HUMAN,Protein phosphatase 1 regulatory subunit 1A
Q13526,PIN1,PIN1_HUMAN,Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1
Q13541,EIF4EBP1,4EBP1_HUMAN,Eukaryotic translation initiation factor 4E-binding protein 1
Q13554,CAMK2B,KCC2B_HUMAN,Calcium/calmodulin-dependent protein kinase type II subunit beta
Q13555,CAMK2G,KCC2G_HUMAN,Calcium/calmodulin-dependent protein kinase type II subunit gamma
Q13557,CAMK2D,KCC2D_HUMAN,Calcium/calmodulin-dependent protein kinase type II subunit delta
Q13561,DCTN2,DCTN2_HUMAN,Dynactin subunit 2
